Athlete_Key,Name,Sex,Age,Height,Weight,Team,NOC,Region_Country,Age_Group
12948,Edyta Dzieniszewska-Kierkla,F,22.0,170.0,72.0,POLAND,POL,Poland,20-25
12949,Edyta Dzieniszewska-Kierkla,F,30.0,170.0,72.0,POLAND,POL,Poland,26-30
12950,Eero Edvin Berg,M,26.0,167.0,58.0,FINLAND,FIN,Finland,26-30
12951,Efe Ajagba,M,22.0,190.0,70.0,NIGERIA,NGR,Nigeria,20-25
12952,"Efetobore ""Efe"" Ambrose Emuobo",M,19.0,187.0,70.0,NIGERIA,NGR,Nigeria,<20
12953,Efigenio Favier Sando,M,21.0,180.0,69.0,CUBA,CUB,Cuba,20-25
12954,Efioanwan Ekpo,F,20.0,173.0,66.0,NIGERIA,NGR,Nigeria,20-25
12955,Efioanwan Ekpo,F,24.0,173.0,66.0,NIGERIA,NGR,Nigeria,20-25
12956,Efran Cordero,M,30.0,172.0,66.0,EL SALVADOR,ESA,El Salvador,26-30
12957,Efran Daz Santana,M,23.0,175.0,70.0,CHILE,CHI,Chile,20-25
12958,Efran Daz Santana,M,32.0,175.0,70.0,CHILE,CHI,Chile,30+
12959,Efrn Fierro Manly,M,23.0,175.0,70.0,MEXICO,MEX,Mexico,20-25
12960,Efstathios Alexopoulos,M,25.0,178.0,86.0,GREECE,GRE,Greece,20-25
12961,Efthymios Bakatsias,M,28.0,196.0,85.0,GREECE,GRE,Greece,26-30
12962,Egamnazar Akbarov,M,28.0,172.0,73.0,UZBEKISTAN,UZB,Uzbekistan,26-30
12963,Egbert Carmo Fernandes,M,19.0,170.0,65.0,KENYA,KEN,Kenya,<20
12964,Egbert Carmo Fernandes,M,23.0,170.0,65.0,KENYA,KEN,Kenya,20-25
12965,Egbert Carmo Fernandes,M,27.0,170.0,65.0,KENYA,KEN,Kenya,26-30
12966,Egbert Cornelis Christiaan De Graeff,M,23.0,182.0,88.0,NETHERLANDS,NED,Netherlands,20-25
12967,Eggert Lafur Bogason,M,28.0,191.0,115.0,ICELAND,ISL,Iceland,26-30
12968,Egidijus Balinas,M,25.0,188.0,88.0,LITHUANIA,LTU,Lithuania,20-25
12969,Egidijus Balinas,M,29.0,188.0,88.0,LITHUANIA,LTU,Lithuania,26-30
12970,Egidijus Balinas,M,33.0,188.0,88.0,LITHUANIA,LTU,Lithuania,30+
12971,Egidijus Balinas,M,37.0,188.0,88.0,LITHUANIA,LTU,Lithuania,30+
12972,Egidio Armelloni,M,27.0,175.0,70.0,ITALY,ITA,Italy,26-30
12973,Egidio Armelloni,M,39.0,175.0,70.0,ITALY,ITA,Italy,30+
12974,Egidio Cosentino,M,25.0,175.0,70.0,ITALY,ITA,Italy,20-25
12975,Egidio Ral Arvalo Ros,M,30.0,168.0,73.0,URUGUAY,URU,Uruguay,26-30
12976,Egil Danielsen,M,23.0,182.0,88.0,NORWAY,NOR,Norway,20-25
12977,Egil Danielsen,M,26.0,182.0,88.0,NORWAY,NOR,Norway,26-30
12978,Egil Henrik Bjerklund,M,18.0,175.0,70.0,NORWAY,NOR,Norway,<20
12979,Egil Henrik Bjerklund,M,30.0,175.0,70.0,NORWAY,NOR,Norway,26-30
12980,Egil Sten Abel,M,20.0,175.0,70.0,FORNEBO,NOR,Norway,20-25
12981,Egils Bojrs,M,29.0,187.0,94.0,LATVIA,LAT,Latvia,26-30
12982,Egl Balinait,F,19.0,176.0,63.0,LITHUANIA,LTU,Lithuania,<20
12983,Egl Balinait,F,27.0,176.0,63.0,LITHUANIA,LTU,Lithuania,26-30
12984,Eglis Yaima Cruz Farfn,F,24.0,159.0,63.0,CUBA,CUB,Cuba,20-25
12985,Eglis Yaima Cruz Farfn,F,28.0,159.0,63.0,CUBA,CUB,Cuba,26-30
12986,Eglis Yaima Cruz Farfn,F,32.0,159.0,63.0,CUBA,CUB,Cuba,30+
12987,Eglis Yaima Cruz Farfn,F,36.0,159.0,63.0,CUBA,CUB,Cuba,30+
12988,Egon Adler,M,23.0,172.0,62.0,GERMANY,GER,Germany,20-25
12989,Egon Bazini (Szandtner),M,24.0,175.0,70.0,HUNGARY,HUN,Hungary,20-25
12990,Egon Beiler,M,19.0,164.0,62.0,CANADA,CAN,Canada,<20
12991,Egon Beiler,M,23.0,164.0,62.0,CANADA,CAN,Canada,20-25
12992,Egon Beyn,M,34.0,175.0,70.0,GERMANY,GER,Germany,30+
12993,Egon Drews,M,26.0,175.0,70.0,GERMANY,GER,Germany,26-30
12994,Egon Drews,M,30.0,175.0,70.0,GERMANY,GER,Germany,26-30
12995,Egon Josef Engel,M,29.0,175.0,70.0,AUSTRIA,AUT,Austria,26-30
12996,Egon Ove Dyg,M,24.0,175.0,70.0,DENMARK,DEN,Denmark,20-25
12997,Egon R. Erickson,M,23.0,180.0,72.0,UNITED STATES,USA,USA,20-25
12998,Ehab Fuad Ahmed Nagi,M,20.0,175.0,65.0,SOUTH YEMEN,YMD,Yemen,20-25
12999,Eid Almas Mubarak Fayroze,M,25.0,171.0,67.0,QATAR,QAT,Qatar,20-25
13000,"Eida Lambertha Marian ""Elma"" De Vries",F,26.0,174.0,63.0,NETHERLANDS,NED,Netherlands,26-30
13001,Eider Batista Vargas,M,27.0,171.0,70.0,CUBA,CUB,Cuba,26-30
13002,Eike Bram,F,27.0,180.0,69.0,GERMANY,GER,Germany,26-30
13003,Eike Bram,F,31.0,180.0,69.0,GERMANY,GER,Germany,30+
13004,Eike Duckwitz,M,24.0,180.0,72.0,GERMANY,GER,Germany,20-25
13005,Eila Kaarina Autio (-Helle),F,19.0,164.0,51.0,FINLAND,FIN,Finland,<20
13006,Eila Kaarina Eskola-Kyrlinen,F,25.0,172.0,61.0,FINLAND,FIN,Finland,20-25
13007,Eila Kaarina Eskola-Kyrlinen,F,29.0,172.0,61.0,FINLAND,FIN,Finland,26-30
13008,Eileen Daz,F,16.0,142.0,70.0,PUERTO RICO,PUR,Puerto Rico,<20
13009,Eileen Marie Coparropa Alemn,F,15.0,170.0,70.0,PANAMA,PAN,Panama,<20
13010,Eileen Marie Coparropa Alemn,F,19.0,170.0,70.0,PANAMA,PAN,Panama,<20
13011,Eileen Marie Coparropa Alemn,F,23.0,170.0,70.0,PANAMA,PAN,Panama,20-25
13012,Eilert Dietrichson Falch-Lund,M,33.0,175.0,70.0,FRAM,NOR,Norway,30+
13013,Eilert Dietrichson Falch-Lund,M,37.0,175.0,70.0,MAGDA IX,NOR,Norway,30+
13014,Eilert Manngaard Dahl,M,28.0,175.0,70.0,NORWAY,NOR,Norway,26-30
13015,Eilert Steensrud Bhm,M,19.0,175.0,70.0,NORWAY,NOR,Norway,<20
13016,Eilidh Child-Doyle,F,25.0,170.0,60.0,GREAT BRITAIN,GBR,UK,20-25
13017,Eilidh Child-Doyle,F,29.0,170.0,60.0,GREAT BRITAIN,GBR,UK,26-30
13018,Eilif Magnus Brodtkorb,M,28.0,186.0,83.0,NORWAY,NOR,Norway,26-30
13019,Einar Berntsen,M,28.0,175.0,70.0,STELLA-2,NOR,Norway,26-30
13020,Einar Christian Bache,M,26.0,175.0,70.0,DENMARK,DEN,Denmark,26-30
13021,Einar Christian Bache,M,26.0,175.0,70.0,DENMARK-1,DEN,Denmark,26-30
13022,Einar Eriksen,M,32.0,175.0,54.0,STUDENTERNES ROKLUB-2,NOR,Norway,30+
13023,"Einar Ferdinand ""Einari"" Aalto",M,26.0,175.0,70.0,FINLAND,FIN,Finland,26-30
13024,Einar Friis Baastad,M,21.0,170.0,70.0,NORWAY,NOR,Norway,20-25
13025,Einar Harry Johannes Andersen,M,23.0,168.0,53.0,NORWAY,NOR,Norway,20-25
13026,Einar Immanuel Borges,M,28.0,175.0,70.0,DENMARK,DEN,Denmark,26-30
13027,Einar Sven Axel Eriksson,M,30.0,175.0,60.0,SWEDEN,SWE,Sweden,26-30
13028,Eirik Brandsdal,M,27.0,181.0,70.0,NORWAY,NOR,Norway,26-30
13029,Eirini Andili,F,17.0,167.0,45.0,GREECE,GRE,Greece,<20
13030,Eirini-Marina Alexandri,F,18.0,171.0,50.0,AUSTRIA,AUT,Austria,<20
13031,Eivor Johanna Matilda Berglund (-Eriksson),F,20.0,175.0,70.0,SWEDEN,SWE,Sweden,20-25
13032,Eivor Matilda Alm (-Astergren),F,27.0,175.0,70.0,SWEDEN,SWE,Sweden,26-30
13033,Ejegayehu Dibaba Keneni,F,22.0,162.0,47.0,ETHIOPIA,ETH,Ethiopia,20-25
13034,Ejegayehu Dibaba Keneni,F,26.0,162.0,47.0,ETHIOPIA,ETH,Ethiopia,26-30
13035,Ejgil Becker Clemmensen,M,21.0,175.0,70.0,POLYTEKNISK ROKLUB-1,DEN,Denmark,20-25
13036,Ejler Arild Emil Allert,M,30.0,175.0,70.0,NYKJBINGS PAA FALSTER,DEN,Denmark,26-30
13037,Ejner Hugo Augsburg,M,27.0,175.0,70.0,DENMARK,DEN,Denmark,26-30
13038,Ejvind Mollerup Blach,M,24.0,175.0,70.0,DENMARK,DEN,Denmark,20-25
13039,Ek Boonsawad,M,19.0,183.0,70.0,THAILAND,THA,Thailand,<20
13040,Ek Boonsawad,M,23.0,183.0,70.0,THAILAND,THA,Thailand,20-25
13041,Ek Sam An,M,20.0,163.0,54.0,CAMBODIA,CAM,Cambodia,20-25
13042,Ek'Aterina Abramia,F,16.0,167.0,43.0,GEORGIA,GEO,Georgia,<20
13043,Ekaterina Ivanova Avramova,F,20.0,180.0,68.0,BULGARIA,BUL,Bulgaria,20-25
13044,Ekaterina Ivanova Avramova,F,24.0,180.0,68.0,TURKEY,TUR,Turkey,20-25
13045,Ekaterina Stefanova Dafovska (-Prodanova),F,18.0,163.0,54.0,BULGARIA,BUL,Bulgaria,<20
13046,Ekaterina Stefanova Dafovska (-Prodanova),F,22.0,163.0,54.0,BULGARIA,BUL,Bulgaria,20-25
13047,Ekaterina Stefanova Dafovska (-Prodanova),F,26.0,163.0,54.0,BULGARIA,BUL,Bulgaria,26-30
13048,Ekaterina Stefanova Dafovska (-Prodanova),F,30.0,163.0,54.0,BULGARIA,BUL,Bulgaria,26-30
13049,Ekkehard Fasser,M,31.0,184.0,100.0,SWITZERLAND-2,SUI,Switzerland,30+
13050,Ekkehard Fasser,M,35.0,184.0,100.0,SWITZERLAND-1,SUI,Switzerland,30+
13051,El Hadji Amadou Dia B,M,25.0,190.0,72.0,SENEGAL,SEN,Senegal,20-25
13052,El Hadji Amadou Dia B,M,29.0,190.0,72.0,SENEGAL,SEN,Senegal,26-30
13053,El Hadji Amadou Dia B,M,33.0,190.0,72.0,SENEGAL,SEN,Senegal,30+
13054,El Hadji Djibril Fall,M,23.0,190.0,81.0,SENEGAL,SEN,Senegal,20-25
13055,El Hassan El-Abbassi,M,32.0,171.0,61.0,BAHRAIN,BRN,Bahrain,30+
13056,El-Hachemi Abdenouz,M,24.0,170.0,63.0,ALGERIA,ALG,Algeria,20-25
13057,El-Hassania Darami,F,34.0,175.0,70.0,MOROCCO,MAR,Morocco,30+
13058,El-Mehdi El-Ghazouani,M,24.0,182.0,78.0,MOROCCO,MAR,Morocco,20-25
13059,El-Mehdi Sallah Ahmad Diab,M,25.0,160.0,58.0,LIBYA,LBA,Libya,20-25
13060,El-Munsif Ben Youssef,M,25.0,170.0,70.0,LIBYA,LBA,Libya,20-25
13061,El-Sayed Aboumedan,M,26.0,178.0,81.0,EGYPT,EGY,Egypt,26-30
13062,"El-Sayed Mohammed Al-Tabei ""El-Dhizui""",M,21.0,175.0,70.0,EGYPT,EGY,Egypt,20-25
13063,"El-Sayed Mohammed Al-Tabei ""El-Dhizui""",M,25.0,175.0,70.0,EGYPT,EGY,Egypt,20-25
13064,El-Tayeb El-Hadj Ben Khelfallah,M,22.0,175.0,70.0,ALGERIA,ALG,Algeria,20-25
13065,Elad Ahad Allahverdiyev,M,23.0,176.0,76.0,AZERBAIJAN,AZE,Azerbaijan,20-25
13066,Elad Ahad Allahverdiyev,M,27.0,176.0,76.0,AZERBAIJAN,AZE,Azerbaijan,26-30
13067,Eladio Campos Aleman,M,32.0,173.0,65.0,MEXICO,MEX,Mexico,30+
13068,Elaheh Ahmadi,F,30.0,160.0,62.0,IRAN,IRI,Iran,26-30
13069,Elaheh Ahmadi,F,34.0,160.0,62.0,IRAN,IRI,Iran,30+
13070,Elaine Bourbeau,F,26.0,167.0,60.0,CANADA,CAN,Canada,26-30
13071,Elaine Breeden (-Penrose),F,19.0,180.0,73.0,UNITED STATES,USA,USA,<20
13072,Elaine Estrela Moura,F,21.0,167.0,61.0,BRAZIL,BRA,Brazil,20-25
13073,Elaine Gayle Cheris (Ingram-),F,42.0,172.0,55.0,UNITED STATES,USA,USA,30+
13074,Elaine Gayle Cheris (Ingram-),F,50.0,172.0,55.0,UNITED STATES,USA,USA,30+
13075,Elama Fa'Atonu,M,18.0,175.0,82.0,AMERICAN SAMOA,ASA,American Samoa,<20
13076,Elane Dos Santos Rego,F,28.0,174.0,64.0,BRAZIL,BRA,Brazil,26-30
13077,Elanga Buala,F,20.0,163.0,50.0,PAPUA NEW GUINEA,PNG,Papua New Guinea,20-25
13078,Elard Dauelsberg,M,25.0,175.0,70.0,GERMANY,GER,Germany,20-25
13079,Elas Eliseo Emigdio Abarca,M,25.0,165.0,52.0,MEXICO,MEX,Mexico,20-25
13080,Elbieta Bocian (Wagner-),F,21.0,166.0,63.0,POLAND,POL,Poland,20-25
13081,Elbieta Rozalia Apostolska (-Kamiska),F,20.0,159.0,56.0,POLAND,POL,Poland,20-25
13082,Eld Gherghely Antal,M,20.0,170.0,75.0,ROMANIA,ROU,Romania,20-25
13083,Eld Gherghely Antal,M,24.0,170.0,75.0,ROMANIA,ROU,Romania,20-25
13084,Elda Cividino,F,14.0,175.0,70.0,ITALY,ITA,Italy,<20
13085,Eldad Amir,M,22.0,190.0,94.0,ISRAEL,ISR,Israel,20-25
13086,Eldad Amir,M,26.0,190.0,94.0,ISRAEL,ISR,Israel,26-30
13087,Eldad Amir,M,30.0,190.0,94.0,ISRAEL,ISR,Israel,26-30
13088,Eldece Clarke-Lewis,F,19.0,165.0,58.0,BAHAMAS,BAH,Bahamas,<20
13089,Eldece Clarke-Lewis,F,31.0,165.0,58.0,BAHAMAS,BAH,Bahamas,30+
13090,Eldece Clarke-Lewis,F,35.0,165.0,58.0,BAHAMAS,BAH,Bahamas,30+
13091,Eldijana Dana Aganovi (-Bentsen),F,24.0,173.0,59.0,CROATIA,CRO,Croatia,20-25
13092,Eldijana Dana Aganovi (-Bentsen),F,28.0,173.0,59.0,CROATIA,CRO,Croatia,26-30
13093,Eleanor Bezzina,F,39.0,154.0,70.0,MALTA,MLT,Malta,30+
13094,Eleanor Coleman (-Dilweg),F,19.0,175.0,70.0,UNITED STATES,USA,USA,<20
13095,"Eleanor Elizabeth ""Nellie"" Carrington (-Oliver)",F,19.0,175.0,70.0,GREAT BRITAIN,GBR,UK,<20
13096,"Eleanor Jane ""Ellie"" Faulkner",F,19.0,165.0,68.0,GREAT BRITAIN,GBR,UK,<20
13097,"Eleanor Jane ""Ellie"" Faulkner",F,23.0,165.0,68.0,GREAT BRITAIN,GBR,UK,20-25
13098,"Eleanor Suzanne ""Ellie"" Daniel (-Drye)",F,18.0,173.0,65.0,UNITED STATES,USA,USA,<20
13099,"Eleanor Suzanne ""Ellie"" Daniel (-Drye)",F,22.0,173.0,65.0,UNITED STATES,USA,USA,20-25
13100,Eleanore Bumel,F,17.0,175.0,70.0,AUSTRIA-2,AUT,Austria,<20
13101,"Eleftheria Eugenia ""Elvira"" Efstathiou",F,19.0,173.0,60.0,GREECE,GRE,Greece,<20
13102,"Eleftherios ""Lefteris"" Fafalis",M,21.0,180.0,77.0,GREECE,GRE,Greece,20-25
13103,"Eleftherios ""Lefteris"" Fafalis",M,25.0,180.0,77.0,GREECE,GRE,Greece,20-25
13104,"Eleftherios ""Lefteris"" Fafalis",M,29.0,180.0,77.0,GREECE,GRE,Greece,26-30
13105,"Eleftherios ""Lefteris"" Fafalis",M,33.0,180.0,77.0,GREECE,GRE,Greece,30+
13106,Elen Rafaelovna Bunatyants-Shakirova,F,22.0,190.0,86.0,UNIFIED TEAM,EUN,Russia,20-25
13107,Elen Rafaelovna Bunatyants-Shakirova,F,26.0,190.0,86.0,RUSSIA,RUS,Russia,26-30
13108,Elen Rafaelovna Bunatyants-Shakirova,F,30.0,190.0,86.0,RUSSIA,RUS,Russia,26-30
13109,Elena Amato,F,16.0,165.0,50.0,ITALY,ITA,Italy,<20
13110,Elena Artamendi Garca,F,21.0,175.0,70.0,SPAIN,ESP,Spain,20-25
13111,Elena Avram,F,21.0,175.0,74.0,ROMANIA,ROU,Romania,20-25
13112,Elena Baltacha,F,28.0,175.0,70.0,GREAT BRITAIN,GBR,UK,26-30
13113,Elena Baltacha,F,28.0,175.0,70.0,GREAT BRITAIN-1,GBR,UK,26-30
13114,Elena Belci-Dal Farra,F,23.0,160.0,57.0,ITALY,ITA,Italy,20-25
13115,Elena Belci-Dal Farra,F,27.0,160.0,57.0,ITALY,ITA,Italy,26-30
13116,Elena Belci-Dal Farra,F,29.0,160.0,57.0,ITALY,ITA,Italy,26-30
13117,Elena Belci-Dal Farra,F,33.0,160.0,57.0,ITALY,ITA,Italy,30+
13118,Elena Bentez Morales,F,33.0,168.0,67.0,SPAIN,ESP,Spain,30+
13119,Elena Berta,F,24.0,171.0,58.0,ITALY,ITA,Italy,20-25
13120,Elena Boledoviov (-Dugoviov),F,27.0,164.0,56.0,CZECHOSLOVAKIA,TCH,Czech Republic,26-30
13121,Elena Bondar,F,21.0,178.0,74.0,ROMANIA,ROU,Romania,20-25
13122,Elena Breznyov (-Gaparkov),F,22.0,180.0,78.0,CZECHOSLOVAKIA,TCH,Czech Republic,20-25
13123,Elena Carrin De La Lastra,F,25.0,160.0,65.0,SPAIN,ESP,Spain,20-25
13124,Elena Carrin De La Lastra,F,30.0,160.0,65.0,SPAIN,ESP,Spain,26-30
13125,Elena Ceampelea,F,17.0,162.0,53.0,ROMANIA,ROU,Romania,<20
13126,Elena Ceampelea,F,25.0,162.0,53.0,ROMANIA,ROU,Romania,20-25
13127,Elena Cecchini,F,24.0,168.0,55.0,ITALY,ITA,Italy,20-25
13128,Elena Daniela Crlan,F,23.0,164.0,47.0,ROMANIA,ROU,Romania,20-25
13129,Elena Daniela Crlan,F,35.0,164.0,47.0,ROMANIA,ROU,Romania,30+
13130,Elena Delle Donne,F,26.0,195.0,86.0,UNITED STATES,USA,USA,26-30
13131,Elena Desderi,F,20.0,175.0,70.0,ITALY,ITA,Italy,20-25
13132,Elena Dimitrakopoulou,F,27.0,172.0,58.0,GREECE,GRE,Greece,26-30
13133,Elena Dobrioiu (Radu-),F,22.0,151.0,45.0,ROMANIA,ROU,Romania,20-25
13134,Elena Donati,F,18.0,175.0,70.0,ITALY,ITA,Italy,<20
13135,Elena Epuran (Br-),F,24.0,175.0,70.0,ROMANIA,ROU,Romania,20-25
13136,Elena Fanchini,F,20.0,164.0,69.0,ITALY,ITA,Italy,20-25
13137,Elena Fanchini,F,24.0,164.0,69.0,ITALY,ITA,Italy,20-25
13138,Elena Fanchini,F,28.0,164.0,69.0,ITALY,ITA,Italy,26-30
13139,Elena Fidatov,F,32.0,168.0,52.0,ROMANIA,ROU,Romania,30+
13140,Elena Fidatov,F,35.0,168.0,52.0,ROMANIA,ROU,Romania,30+
13141,Elena Maria Bonfanti,F,24.0,172.0,60.0,ITALY,ITA,Italy,20-25
13142,Eleni Andriola,F,17.0,163.0,45.0,GREECE,GRE,Greece,<20
13143,Eleni Andriola,F,21.0,163.0,45.0,GREECE,GRE,Greece,20-25
13144,Eleni Artymata,F,22.0,177.0,62.0,CYPRUS,CYP,Cyprus,20-25
13145,Eleni Artymata,F,26.0,177.0,62.0,CYPRUS,CYP,Cyprus,26-30
13146,Eleni Artymata,F,30.0,177.0,62.0,CYPRUS,CYP,Cyprus,26-30
13147,Eleni Avlonitou,F,13.0,165.0,54.0,GREECE,GRE,Greece,<20
13148,Eleni Benson,F,21.0,170.0,74.0,GREECE,GRE,Greece,20-25
13149,Eleni Daniilidou,F,17.0,183.0,72.0,GREECE,GRE,Greece,<20
13150,Eleni Daniilidou,F,21.0,183.0,72.0,GREECE,GRE,Greece,20-25
13151,Eleni Daniilidou,F,25.0,183.0,72.0,GREECE,GRE,Greece,20-25
13152,Eleni Doika,F,16.0,168.0,49.0,GREECE,GRE,Greece,<20
13153,Eleni Doika,F,20.0,168.0,49.0,GREECE,GRE,Greece,20-25
13154,Eleni Donta-Bali,F,28.0,170.0,52.0,GREECE,GRE,Greece,26-30
13155,Eleni Filandra,F,28.0,174.0,58.0,GREECE,GRE,Greece,26-30
13156,Eleonora Alver,F,23.0,169.0,61.0,ITALY,ITA,Italy,20-25
13157,Eleonora Costa Soares De Mendona,F,35.0,165.0,56.0,BRAZIL,BRA,Brazil,30+
13158,Eleuterio Antn Palacios,M,30.0,177.0,61.0,SPAIN,ESP,Spain,26-30
13159,Elfenesh Alemu,F,25.0,165.0,51.0,ETHIOPIA,ETH,Ethiopia,20-25
13160,Elfenesh Alemu,F,29.0,165.0,51.0,ETHIOPIA,ETH,Ethiopia,26-30
13161,"Elfriede ""Elfi"" Eder (-Rudolf)",F,24.0,171.0,62.0,AUSTRIA,AUT,Austria,20-25
13162,Elgin Tulop Elvais,M,23.0,165.0,55.0,PALAU,PLW,Palau,20-25
13163,Eli Bremer,M,30.0,183.0,76.0,UNITED STATES,USA,USA,26-30
13164,Eli Dershwitz,M,20.0,185.0,77.0,UNITED STATES,USA,USA,20-25
13165,Eli Frands Johannes Faber,M,22.0,175.0,70.0,DENMARK,DEN,Denmark,20-25
13166,Eli James Ellis,M,35.0,187.0,111.0,AUSTRALIA,AUS,Australia,30+
13167,Eli Lacerda De Oliveira Neto,M,19.0,187.0,68.0,BRAZIL,BRA,Brazil,<20
13168,"Elia Mara ""Lil"" Gonzlez-Lvarez Y Lpez-Chicheri (-De La Valdene)",F,18.0,175.0,70.0,SPAIN,ESP,Spain,<20
13169,"Elia Mara ""Lil"" Gonzlez-Lvarez Y Lpez-Chicheri (-De La Valdene)",F,18.0,175.0,70.0,SPAIN-1,ESP,Spain,<20
13170,Eliahu Amiel,M,27.0,185.0,70.0,ISRAEL,ISR,Israel,26-30
13171,Eliana Maria Nagib Aleixo,F,26.0,172.0,63.0,BRAZIL,BRA,Brazil,26-30
13172,Eliana Miranda Da Costa,F,19.0,177.0,64.0,BRAZIL,BRA,Brazil,<20
13173,Eliana Miranda Da Costa,F,24.0,177.0,64.0,BRAZIL,BRA,Brazil,20-25
13174,Eliane Fierro,F,23.0,170.0,62.0,MEXICO,MEX,Mexico,20-25
13175,"Elias ""Larry"" Ayuso Carrillo",M,27.0,192.0,97.0,PUERTO RICO,PUR,Puerto Rico,26-30
13176,Elias Ambhl,M,21.0,182.0,82.0,SWITZERLAND,SUI,Switzerland,20-25
13177,Elias Miguel Cuesta Cobo,M,27.0,177.0,76.0,SPAIN,ESP,Spain,26-30
13178,Elicer Ellis Carrasco,M,22.0,190.0,90.0,PANAMA,PAN,Panama,20-25
13179,Elider Lvarez Beitar,M,24.0,183.0,81.0,COLOMBIA,COL,Colombia,20-25
13180,Elie Adda,M,25.0,175.0,70.0,EGYPT,EGY,Egypt,20-25
13181,Elie Cristo-Loveanu,M,39.0,175.0,70.0,ROMANIA,ROU,Romania,30+
13182,Elif Altnkaynak,F,21.0,168.0,53.0,TURKEY,TUR,Turkey,20-25
13183,Elif Altnkaynak,F,26.0,168.0,53.0,TURKEY,TUR,Turkey,26-30
13184,Elif Eki,F,21.0,168.0,59.0,TURKEY,TUR,Turkey,20-25
13185,Elif Eki,F,25.0,168.0,59.0,TURKEY,TUR,Turkey,20-25
13186,Elif Eki,F,29.0,168.0,59.0,TURKEY,TUR,Turkey,26-30
13187,Eligio Cervantes Islas,M,29.0,174.0,72.0,MEXICO,MEX,Mexico,26-30
13188,Elika Boubelov,F,20.0,175.0,70.0,CZECHOSLOVAKIA,TCH,Czech Republic,20-25
13189,Elin Austevoll,F,21.0,177.0,73.0,NORWAY,NOR,Norway,20-25
13190,"Elin Dorotea ""Ella"" Eklund (-Nsholm)",F,18.0,175.0,70.0,SWEDEN,SWE,Sweden,<20
13191,Elin Maria Ek,F,24.0,176.0,69.0,SWEDEN,SWE,Sweden,20-25
13192,Elin Maria Ek,F,28.0,176.0,69.0,SWEDEN,SWE,Sweden,26-30
13193,Elin Maria Ek,F,32.0,176.0,69.0,SWEDEN,SWE,Sweden,30+
13194,Elina Elisabeth Eggers,F,21.0,164.0,56.0,SWEDEN,SWE,Sweden,20-25
13195,Eline Berings,F,26.0,165.0,58.0,BELGIUM,BEL,Belgium,26-30
13196,Eline Olga Coene,F,28.0,170.0,64.0,NETHERLANDS,NED,Netherlands,26-30
13197,Eline Olga Coene,F,32.0,170.0,64.0,NETHERLANDS,NED,Netherlands,30+
13198,Elinor Jane Barker,F,21.0,168.0,56.0,GREAT BRITAIN,GBR,UK,20-25
13199,Elio Bavutti,M,22.0,175.0,70.0,ITALY,ITA,Italy,20-25
13200,Elio Catola,M,24.0,177.0,73.0,ITALY,ITA,Italy,20-25
13201,Elio Cotena,M,23.0,165.0,57.0,ITALY,ITA,Italy,20-25
13202,Elio Daz,M,17.0,180.0,67.0,VENEZUELA,VEN,Venezuela,<20
13203,"Elisa ""Elly"" Botbijl",F,19.0,176.0,63.0,NETHERLANDS,NED,Netherlands,<20
13204,Elisa Barnard,F,19.0,171.0,57.0,AUSTRALIA,AUS,Australia,<20
13205,Elisa Blanchi,F,16.0,168.0,49.0,ITALY,ITA,Italy,<20
13206,Elisa Blanchi,F,20.0,168.0,49.0,ITALY,ITA,Italy,20-25
13207,Elisa Blanchi,F,24.0,168.0,49.0,ITALY,ITA,Italy,20-25
13208,Elisa Bozzo,F,29.0,170.0,58.0,ITALY,ITA,Italy,26-30
13209,Elisa Brocard,F,25.0,162.0,51.0,ITALY,ITA,Italy,20-25
13210,Elisa Brocard,F,29.0,162.0,51.0,ITALY,ITA,Italy,26-30
13211,Elisa Calsi,F,19.0,175.0,70.0,ITALY,ITA,Italy,<20
13212,Elisa Casanova,F,34.0,185.0,100.0,ITALY,ITA,Italy,30+
13213,Elisa Casanova,F,38.0,185.0,100.0,ITALY,ITA,Italy,30+
13214,Elisa Cusma Piccione,F,27.0,166.0,50.0,ITALY,ITA,Italy,26-30
13215,Elisa Di Francisca,F,29.0,177.0,65.0,ITALY,ITA,Italy,26-30
13216,Elisa Di Francisca,F,33.0,177.0,65.0,ITALY,ITA,Italy,30+
13217,Elisa Isabel Cabello Olivero,F,19.0,159.0,48.0,SPAIN,ESP,Spain,<20
13218,Elisa Nom Cobaea,F,34.0,156.0,50.0,ARGENTINA,ARG,Argentina,30+
13219,Elisabeta Abrudeanu,F,26.0,175.0,70.0,ROMANIA,ROU,Romania,26-30
13220,Elisabeta Anghel,F,28.0,169.0,64.0,ROMANIA,ROU,Romania,26-30
13221,Elisabeta Bbeanu,F,18.0,168.0,66.0,ROMANIA,ROU,Romania,<20
13222,"Elisabeth ""Bep"" Du Me",F,18.0,168.0,70.0,NETHERLANDS,NED,Netherlands,<20
13223,"Elisabeth ""Elisa"" Aguilar Lpez",F,27.0,172.0,75.0,SPAIN,ESP,Spain,26-30
13224,"Elisabeth ""Elisa"" Aguilar Lpez",F,31.0,172.0,75.0,SPAIN,ESP,Spain,30+
13225,"Elisabeth ""Liesel"" Ellend",F,15.0,175.0,70.0,AUSTRIA-2,AUT,Austria,<20
13226,"Elisabeth Anne ""Betsy"" Clifford (-Higgins)",F,14.0,162.0,57.0,CANADA,CAN,Canada,<20
